zpid,bed,bath,sqft,street,city,state,overview,image,price,is_augmented
83152693,2,2.0,932.0,S Van Ness Ave,San Francisco,CA,"This 2 bedroom 2 bath condo features all the luxuries today's homeowner wants in a clean open space. Spacious master suite. The guest bedroom is perfect for a roommate, guests, or home office.
The kitchens feature quartz counters, and a gas fireplace, a Poggen Pohl kitchen, under cabinet lighting, a Viking gas range and hood, and a Bosch dishwasher. Washer and dryer in unit, two spacious courtyards, expansive roof deck, 1 car parking, and low HOA dues. Conveniently located to all the hot Mission restaurants, great shopping, and easy access to Bart and Muni.",https://photos.zillowstatic.com/fp/543744396e5a1b7b153d06f761ae85f1-cc_ft_960.jpg,0.84995,False
80742603,2,2.0,1200.0,N Point St,San Francisco,CA,"Introducing 1000 N. Point St, Unit 1201, a remarkable corner unit located in the vibrant city of San Francisco. This fully upgraded unit boasts 1,200 sq ft of living space, featuring 2 bedrooms & 2 bathrooms. Situated in an enviable location, it's nestled next to the iconic Ghirardelli Square & the lively Fisherman's Wharf. As you step inside, prepare to be captivated by the breathtaking sweeping bay & city views that greet you from every angle. The expansive windows invite an abundance of natural light, creating an airy & inviting atmosphere throughout the unit. The open layout seamlessly connects the living/dining/kitchen & bedroom areas, providing an ideal space for both relaxation & entertaining. Residents also benefit from a range of amenities such as 24hr front desk security. This prime location allows front row seats to firework shows, Fleet Week, views of many SF Landmarks & for easy access to a myriad of dining, shopping, & entertainment options that SF has to offer.",https://photos.zillowstatic.com/fp/d8d74ba9375ca7cbf4971eeaa85e0b80-cc_ft_960.jpg,1.598,False
15069071,2,2.0,802.0,Bush St,San Francisco,CA,"Welcome to convenient luxury at the La Galleria building in downtown San Francisco. This gorgeous two bedroom two bathroom sixth floor condominium has it all: chic updates to the kitchen and baths, freshly painted and new designer carpeting throughout, a balcony overlooking the mezzanine and pool, all encompassed in a full service building with doorman and security, laundry and gym. What a fabulous way to live and play! The location can't be beat, walking distance to Union Square, secure parking included with the unit, all at an unbeatable price! This is the one you have been waiting for: city living at its finest!",https://photos.zillowstatic.com/fp/e242ce409a24aa7d90ee60b2f476a8b5-cc_ft_960.jpg,0.758,False
64971518,3,3.0,2250.0,Malta Dr,San Francisco,CA,"Nestled in sought-after Glen Park neighborhood of San Francisco, 84 Malta Drive presents a rare opportunity to own an exquisite residence that seamlessly blends timeless elegance with modern sophistication. The main living area serves as the heart of the home, featuring a spacious and inviting layout that effortlessly combines the living room, dining area, and gourmet kitchen. This thoughtfully designed space is an entertainer's dream. The chef-inspired kitchen is a masterpiece in itself, equipped with top-of-the-line stainless steel appliances, custom cabinetry, and a large center island that doubles as a breakfast bar. Whether you're a culinary enthusiast or a casual cook, this kitchen provides the ideal backdrop for creating gastronomic delights. Retreat to the sumptuous primary suite, a true oasis of tranquility. This private sanctuary boasts generous proportions, providing ample space for a sitting area or home office. The en-suite bathroom is a haven of luxury, featuring exquisite finishes, a walk-in shower, and a large modern vanity. Just steps away in the ""zen room"" you'll encounter a massive deep soaker tub and dreamy sauna to complete the space. This one of kind home will not last. Welcome home!",https://photos.zillowstatic.com/fp/eef42ddde049ffa120a692ef86454e6f-cc_ft_960.jpg,1.85,False
15127677,1,1.0,1041.0,Roosevelt Way,San Francisco,CA,Very charming home with super views.  Large 2 level basement for possible expansion.  Two units possible,https://photos.zillowstatic.com/fp/b0149e5a2e1fef995b28737a2e1786e3-cc_ft_960.jpg,1.25,False
15139467,2,2.0,986.0,Flood Ave,San Francisco,CA,"Don't miss out on this hidden gem nestled in vibrant Sunnyside. This home glows with so much potential, it promises to be an incredible opportunity for any buyer and investor with an eye for beauty and a vision for transformation. With a little TLC, this home will shine! The upstairs features a bright and sunny floor plan with a formal living and dining room, kitchen, one bedroom and bathroom. With stunning details like stained glass front door, hardwood floors throughout, generously sized bedroom and an updated bathroom, its easy to see why this home is a star. Downstairs you'll find a converted garage and basement set up as a full bedroom and bathroom with plenty of storage. The property may need some elbow grease, but after one step inside, you'll be left with no doubt that this is an opportunity you need to seize. This level of opportunity doesn't come around often in SF!",https://photos.zillowstatic.com/fp/99bc861264953c21783f4302ea130590-cc_ft_960.jpg,0.949,False
50894954,2,2.0,,Lexington St,San Francisco,CA,"Large Private Terraces, front and back. Sophisticated View Penthouse Condominium, beautiful high-end remodel with amazing indoor/outdoor flow.  In the heart of Valencia Corridor.  Spacious full span East Terrace accessed from both the elegantly remodeled eat-in Kitchen and the sun drenched Living Room. Two Bedrooms, one being the Primary Suite.  Both Bathrooms have skylights and stone counters. Both Bedrooms have access to the massive walkout Terrace with Western leafy views to Dolores Heights, Twin Peaks and beyond.  Large Home Office or Family Room, in unit Bosch washer/dryer, Thermador Appliances, wine cooler, radiant heat. Large shared Roof Terrace with all day sun and 360* views. One car Garage parking, reasonable dues of $350, intimate 3 unit building.  Great privacy being set up away from the street.  Built in speakers throughout, Sound system in hall closet is included. Just a stones throw to Tacolicious, easy stroll to Dolores Park. This is a rare Gem! Sunny walkout Terraces total 315 sq. ft.",https://photos.zillowstatic.com/fp/274cd28df878ed6007be28f1b0389a08-cc_ft_960.jpg,1.295,False
15188695,3,1.0,1126.0,Bannock St,San Francisco,CA,"This charming Mission Terrace two-bedroom beams with 1920's charm and has a fantastic flow. The living room is bright with a handsome brick fireplace.  The formal dining room is open to the updated kitchen with contemporary cabinetry, quartz countertops, stainless appliances with a gas range, and a skylight and vintage dinette.  The main floor has two sunlit bedrooms and a bathroom.  Great details include hardwood floors, picture windows and coffered living room and dining room ceiling.  The home has an additional unwarranted space on the lower level that is ideal for an extra bedroom and office with a recently remodeled unwarranted bathroom. The garage has great storage plus laundry.  The  low maintenance rear yard has a lemon tree and rose bushes with an inlaid brick patio perfect for grilling and lounging.  This home is ideal for commuters with Muni M,K and J lines nearby and BART station minutes away plus 1-280 freeway access.  Local eateries are close by and Balboa Park is a teaming with activities that include an indoor pool, playground, sports courts and dog park.  This home boasts a 92 Walk Score and a 90 Transit.",https://photos.zillowstatic.com/fp/5f3ce50400890f3e99cd3e167aa79dcf-cc_ft_960.jpg,0.999,False
15090578,4,4.0,3173.0,Sea View Ter,San Francisco,CA,"Welcome to Sea Cliff, where refined elegance and tranquil living converge. Settled on the prestigious 55 Sea View Terrace, this remarkable residence presents a 4 BDR, 3 1/2 bath plus a sunroom,all gracefully positioned on a serene cul-de-sac.As you approach the entrance,an embroidered gate invites you into a private oasis, surrounded by meticulously manicured grounds. The main level embodies sophistication, w/ a formal livable area & fireplace, flowing into the adjacent dining room & well-appointed kitchen. Continuing the journey, the grandeur unfolds into an expansive family room, bathed in natural light that cascades through a magnificent wall of windows.Ascend to the upper floor,where 2 BDRs are connected by a charming sunroom/office & an accompanying bathroom. Additionally, the primary bedroom with its own ensuite offers a sanctuary of comfort and tranquility. The lower level has yet another BDR & an ensuite. This level reveals a massive(approx. 1,488 square foot)garage, presenting an extraordinary opportunity for expansion & providing an abundance of storage for your needs.This residence will entice your artistic vision to become the home of your dreams.Situated in proximity to Land's End,China Beach,Burke School,Legion of Honor&Lincoln Park Golf Course.Private Showing Only",https://photos.zillowstatic.com/fp/18a8af44095a5a39c094324a46f64890-cc_ft_960.jpg,3.998,False
125244159,3,3.0,2030.0,York St,San Francisco,CA,"Tranquil Retreat in the Heart of the Mission District! This spacious, two-level condominium showcases as a Single-family home. Abundance of natural light throughout accentuates hardwood floors, fireplace, and crown molding. Living room and formal dining is enhanced by French doors on both sides. Main level also features a cozy family room, breakfast nook, a Chefs kitchen, with an island, Bluestar 6 burner range, Bosch appliances and a wine cooler, Primary bedroom completes with an ensuite bathroom featuring a jacuzzi tub, dual vanity, and shower, additionally a half bath on the same level. A lower-level bedroom leads to a private patio oasis with lush lavender, lemons, and beautiful foliage, in-unit laundry, new roof, abundance of storage and more. Two car shared garage, directly accessible from the unit. Steps away from restaurants, shops, and entertainment. Explore the vibrant Mission nightlife! Easy access to freeway and 24th street BART. This one-of-a-kind home offers a rare combination of tranquility, luxury, and urban living. Schedule a Viewing today, dont miss your chance to make this home yours!",https://photos.zillowstatic.com/fp/2171414ec5832f73318e98d85a069132-cc_ft_960.jpg,1.975,False
15200177,4,3.0,2054.0,Beacon St,San Francisco,CA,"4BR/2.5BA mid century home perched above Noe Valley on an extra large park-like lot w/ a fantastic view of downtown * From the inviting front courtyard & the wide open living room/dining area w/ wood burning fireplace & tall angled exposed beam ceiling, to the floor to ceiling windows capturing the gorgeous view & amazing natural light, the period details of this home inspire * An updated eat in kitchen * A wet bar for entertaining, a separate room for a home office and an updated half bath completes the main level * Downstairs feature the highly sought after 3BR/2BA all on one level layout * Primary bedroom w/ updated ensuite BA & walk in closet * A large lot makes this home a prime opportunity for someone who might want to expand into a trophy view dream home * Family room or 4th BR complete the lower level * Wide plank white oak floors throughout the main level * Dramatic ceiling uplighting in the living room * Double paned windows & excellent closet space * Laundry area w/ full size washer & dryer * Prime Glen Park location & right on the border of Noe Valley. EZ access to the freeway, public transportation & the shopping & restaurants in Glen Park Village, 24th & Church St in Noe Valley & Diamond Heights Shopping Center.Glen Park Canyon meets your outdoor play & hiking needs",https://photos.zillowstatic.com/fp/41beaac27ce5b457312246b1f2d5b3de-cc_ft_960.jpg,2.295,False
2057123888,4,2.0,1420.0,Athens St,San Francisco,CA,"Looks great from the street... The rest of the place needs TLC here and there.  Older building that has two units (although the City hasn't updated the records -- after years!)  Presently rented upper and lower unit, there is a 1-car garage and additional space below the living area (basement) with room to spare -- accessible through the rear. Price considers conditions & more.  Check it out, it is in the right place and with a little imagination you could turn this into a truly nice and conveniently located place -- right in the Excelsior.",https://photos.zillowstatic.com/fp/cc04ef06dcad6d778b4099f00cc79451-cc_ft_960.jpg,0.824428,False
15099206,3,2.0,1962.0,18th Ave,San Francisco,CA,"In the same family for nearly 80 years, this wonderful Richmond District single family home is waiting for its next stewards.  Property features wonderful wood floors, formal living room, formal dining, breakfast nook/office off of dining room, large kitchen, huge garage, massive backyard, and  original details throughout.  All three bedrooms are on the upper floor, as well as one bathroom.  The second bathroom is on the main area.  Access the yard from the kitchen/main level. This is a wonderful home cared for for many years.",https://photos.zillowstatic.com/fp/b6a54d8f45b3bf5aff49089164625f83-cc_ft_960.jpg,1.695,False
15132761,1,1.0,909.0,Gardenside Dr,San Francisco,CA,"Views views views! Welcome to your new home in the heart of SF! This spacious 1 bedroom 1 bath condo is the perfect blend of comfort and convenience. With fresh paint, new carpeting, crown moulding, a spa like bathroom, and Plantation Shutters throughout, it's ready for you to add your personal touch & make it your own. From the moment you step through the door, you'll be greeted by a contemporary and welcoming atmosphere. As you enter the large main living area, you'll see the beautiful breathtaking views of SF. The location couldn't be better. Being centrally located means you'll have easy access to all the amenities the city has to offer. Multiple local Bars & restaurants are all close by. Imagine coming home after a long day and unwinding in your spacious living room, or preparing delicious meals in the updated & well-equipped kitchen with stainless steel appliances, including a double oven. Note: The entire building is undergoing a major and fully funded $1.3M capital improvement upgrade ensuring you'll be living in a modern & stylish environment. If you're looking for a comfortable & conveniently located condo with a fresh new look, this is the place for you. Don't miss out on this opportunity to make this condo your own and enjoy all that the city has to offer. A must see!",https://photos.zillowstatic.com/fp/5416c41bb5d1d7c72b0b33f29d91ab65-cc_ft_960.jpg,0.765,False
2075580652,1,1.0,,25th Ave,San Francisco,CA,"This property offers a rare opportunity to own a stunning piece of San Francisco. The unit features expansive floor-to-ceiling windows, open concept living/dining/kitchen spaces, ash wood flooring with custom finishing, and a Brazilian ipe hardwood private deck. This one bedroom, one bathroom is equipped with CAT6 wirings, the Nest thermostat, and dimming LED recessed lightings. The kitchen includes top-of-the line Thermadore appliances, Kohler Apron-front sink, and Hahnsgrohe faucet. The bedroom has a custom-built sleek barn-door closet. The stylish bathroom is furnished with Robern medicine cabinet with LED interior lighting, Kohler sink and rain-head shower, Duravit toilet, Brizo faucet, and an Italian imported Quadra towel warmer.",https://photos.zillowstatic.com/fp/5673bdd109f1faa1b4046ffa2bb16ce2-cc_ft_960.jpg,0.95,False
15082390,4,3.0,1903.0,Arguello Blvd,San Francisco,CA,"This Presidio Heights residence will feel like home instantly as it will embrace you when you enter with beautiful details throughout, offering you true San Francisco charm. With 4 BDRs & 2  Baths, it offers versatility for your lifestyle. Upon entering, the foyer will lead you into the front-facing living room featuring expansive windows that flood the space w/ light, while a cozy fireplace beckons you to unwind. The adjacent dining room has stylish built-in cabinets & a decorative fireplace, seamlessly flowing into the kitchen. Equipped w/ top-of-the-line SS appliances fit for the chef in the house, it is ideal for entertaining. A hallway enhanced w/ elegant wainscoting guides you to the rear BDRs, ensuring privacy & tranquility. The primary BDR w/ an ensuite & walk-in closet has direct access to a charming outdoor area, exclusive to this residence. An adjacent BDR features built-in shelving & a large glass door slider that opens onto the beautifully landscaped garden. A third bedroom offers serene views of mature trees, creating a peaceful ambiance, while the fourth bedroom can additionally cater to your office needs. To complete this unit are 2 assigned storage rooms, a lg, shared storage space & side by side pkg. Near Presidio Park & golf course, dining, shopping & more.",https://photos.zillowstatic.com/fp/67d512fd31860908558e6cb674d3763a-cc_ft_960.jpg,1.998,False
15128061,4,3.0,3418.0,Edgewood Ave,San Francisco,CA,"Prestigious Arts & Crafts home situated on one of San Francisco's most sought-after blocks. This exceptional residence has incredible views from every level and is adorned with designer touches, showcasing a level of luxury & style that is truly one of a kind. The outdoor living experience is unparalleled, as the boundaries between indoor and outdoor blur seamlessly w/multiple decks to enjoy the stunning outlook from Sutro Forest to the Bay. The centerpiece of this outdoor oasis is a captivating heated pool, where you can relax and indulge in the sweeping views that surround you.  Inside, the gourmet eat-in kitchen is a culinary enthusiast's delight, with top-of-the-line appliances, fireplace & exquisite finishes. The sophisticated dining room sets the stage for great dinner parties, while the inviting living room & comfortable family room offer custom cabinets & built-ins with fireplaces. With 4 bedrooms & the added flexibility of a home office/artist studio on the top floor, this home provides ample space for personal retreats & creative pursuits. It also features a spacious laundry room and 1 car garage. The charming brick-paved street on a cul-de-sac offers a sense of seclusion yet close to Cole Valley/Inner Sunset, UCSF, GG Park, hiking trails, transportation options.",https://photos.zillowstatic.com/fp/9e6059f41656ee693360725c0fb2c971-cc_ft_960.jpg,5.195,False
15069015,1,1.0,631.0,Bush St,San Francisco,CA,"Walking distance from downtown San Francisco. This property has abundant sunlight, spacious living and dining space. Bonus balcony with downtown views. Large bedroom plus considerably large closet. Assigned parking for one car located in a secure garage. Additional parking and storage are normally available for lease. La Galleria is a full service building with a 24/7 security, plaza, elevators, fitness center and swimming pool. HOA dues cover water, garbage, cable, internet and much more. The neighborhood is replete with world class dining, an amazing 99 Walkscore in a central San Francisco location enabling shopping and entertainment.",https://photos.zillowstatic.com/fp/b081811f23a212df63da609605771462-cc_ft_960.jpg,0.5,False
241585328,1,2.0,1090.0,Long Bridge St,San Francisco,CA,"Welcome to luxury living at the Arden. This stunning 1 Bedroom, 2 Bath + Den condo boasts a light-filled open floor plan with floor-to-ceiling windows, a private balcony with unobstructed views of the city skyline and Mission Creek Channel and a large den with sliding doors that can serve as an office or second bedroom. The kitchen is a chef's dream with Thermador appliances, Caesarstone countertops and a large island that comfortably seats 4. The soothing bedroom suite with custom Venetian plaster accent wall has 2 oversized closets and a large en-suite bathroom with dual vanities, soaking tub and stall shower. Custom upgrades include media wall system, office built-ins, mechanical window treatments, centrally controlled lights and blinds, gleaming hardwood floors and custom paint. Easy access to 1-car parking w/ EV charger and extra large secured storage cage. Building amenities include 24/7 lobby attendants, expansive outdoor deck facing the channel with 75' outdoor pool with spa, BBQ area w/ seating, fire pits, fully equipped fitness center and a club lounge w/ full kitchen, tv seating area and pool table.  Enjoy a scenic stroll to Oracle Park, Chase Center or your choice of parks and trails or visit Gus' Market, Cafe Reveille and other eating establishments along 4th Street.",https://photos.zillowstatic.com/fp/16fa494817d8b5960e2c832e25defaa5-cc_ft_960.jpg,1.398,False
15099720,2,3.0,2125.0,30th Ave,San Francisco,CA,"Welcome to your dream home nestled near the iconic Golden Gate Park w/unique gardens & cultural centers. Strategically located in a sought-after, quiet residential neighborhood in the heart of the Richmond District. This charming residence offers a perfect blend of classic elegance & modern convenience making it an ideal heaven for discerning buyers. As you step in, you will be captivated by the graceful design & warm ambiance that define this home. The entrance foyer, DR & LR consist of elegant Swiss parquet floors. This home has high ceilings, large windows, spacious rooms & every detail exudes character & charm. The main upper level has gleaming hardwood floors & consists of a LR with a fireplace, a formal DR, 2 bedrooms, an updated kitchen and 1.5 baths. The lower level was converted (with permits) to a very impressive & attractive ADU that opens to well-groomed beautiful garden surrounded by a redwood fence on all 3 sides. The 1-car garage also has storage cabinets & workbench.",https://photos.zillowstatic.com/fp/588b78901aefe579954bdb6328e3d479-cc_ft_960.jpg,2.7,False
64970228,2,2.0,1078.0,20th St,San Francisco,CA,"This Mission Dolores/Dolores Heights condo has it all!  2 bedrooms, 2 full bathrooms, 1 car independent garage parking, in-unit washer/dryer, and private balcony. Constructed in 2003, this condo has a great open floor plan, gas burning fireplace, generous sized closets, recessed lighting, and crown moldings. The kitchen is equipped with stainless appliances, including a gas range, dishwasher, microwave and refrigerator. The very spacious primary bedroom has a large closet, bathroom with soaking tub, and dual sinks. The second bedroom is versatile and can be used for guests, as an office or as desired. The unit has been freshly painted. Best of all, it's steps from the vibrant food and boutique scene along the Valencia Street corridor and 2 blocks to Mission Dolores Park.  Overall, it's a great buy in a great neighborhood!",https://photos.zillowstatic.com/fp/455601ed79df46471e24acd03218e64e-cc_ft_960.jpg,1.13,False
2057203701,4,3.0,1417.0,20th St,San Francisco,CA,"Renovated and move-in ready 4 bedroom Inner Mission home with a private deck! A charming classic revival faade welcomes you to this grand, half-floor flat. Tastefully updated for today's modern lifestyle, the eat-in kitchen leads to an exclusive use outdoor deck. Step out and enjoy some of the City's best weather! Four bedrooms mean plenty of room for a home office, guest room, or both! Two full baths plus a powder room allow for greater flexibility. The traditional bay windows take advantage of the semi-detached corner location to flood the home with abundant daylight. Other amenities include in-unit laundry, intercom, custom window treatments, and efficient central heating. The vibrant Inner Mission is known for its trendy restaurants, cafes, and nightlife. Excellent transit options and nearby freeway access make commuting a breeze.",https://photos.zillowstatic.com/fp/5b207a208d8e4282575e7b024fa1a9d0-cc_ft_960.jpg,1.245,False
15073783,1,1.0,822.0,Jackson St,San Francisco,CA,"Stylish Top Floor Large 1 bedroom Polk Gulch Condo. Great Location in the heart of the vibrant Nob Hill/Russian Hill neighborhood. Everything you need is within walking distance.   City & Bay Views, abundance of natural light, skylights, clear-story windows, parking, elevator building & in-unit laundry. Just remodeled: Quartz counter tops, spa-like bathroom & vanity, stainless steel appliances, fireplace, walk-in closet & extra storage bin for those oversize items.     LIFESTYLE: Comfort, convenience & cool!",https://photos.zillowstatic.com/fp/867f601b7755b0592a6bf6781bfa559e-cc_ft_960.jpg,0.915,False
61325355,3,3.0,1641.0,3rd St,San Francisco,CA,"Welcome home to this stylish tri-level residence in the desirable Dogpatch neighborhood. This 3 bedroom, 2.5 bathroom home has everything you need including 1 car garage parking, multiple balconies, and a private view rooftop deck. Enter the first level of this home through a large foyer that leads to 2 spacious bedrooms. The primary bedroom has a walk-in closet and an ensuite bathroom. There is an additional full bathroom with laundry on this level. Upon ascending to the second level, you are welcomed by soaring high ceilings, open dining and living space, a fireplace, and 2 balconies. The large kitchen features stainless steel appliances and plenty of storage and countertop space. The third level is a loft bedroom with its own private city-view terrace and access to a private roof deck offering big views of the city and Potrero Hill. Centrally located near wonderful restaurants, bars, shops, 3rd St. Muni line, Caltrain, Esprit Park, Crane Cove Park, Warriors Chase Center, Giants Ballpark and much more. EV charging is possible, other residences have added it! Well managed HOA and building.",https://photos.zillowstatic.com/fp/bd81c248ea10c2005698ea204cb323c2-cc_ft_960.jpg,1.495,False
15189745,3,2.0,1596.0,Holloway Ave,San Francisco,CA,"Welcome to this exceptional and timeless residence in the desirable Merced Heights neighborhood. Offering a classic layout of 3 bedrooms and 2 bathrooms, this home proudly sits on an impressive oversized lot, allowing for endless possibilities. Entering the home, you'll be greeted by a meticulously painted interior and exterior, emanating a fresh and inviting ambiance throughout. The seamless flow of natural light that bathes every corner of this home further enhances its undeniable charm, creating an atmosphere that is simply irresistible. Perfectly situated in a central location, you'll enjoy the convenience of being within close proximity to the esteemed Stonestown Galleria, Trader Joe's, Whole Foods, and the vibrant Ocean Ave cafes and shops. Commuting is a breeze with easy access to the 280 Freeway, Bart, and Muni Metro Lines, ensuring that you're always well-connected to the heart of San Francisco. Don't miss out on a chance to call this SF charmer home!",https://photos.zillowstatic.com/fp/6d2bc4497edd2331be8a8c24658d2abf-cc_ft_960.jpg,1.788,False
15068810,1,1.0,616.0,Pine St,San Francisco,CA,"This 1-bedroom corner unit exemplifies a clever utilization of space, accentuated by captivating Japanese-inspired decor. The incorporation of Port Orford Yellow Cedar Shoji Screens not only adds visual appeal but also allows for an abundance of natural light while preserving privacy. The living area offers a generously sized eat-in kitchen with a central island, outfitted with modern amenities. The floor-to-ceiling doorways and tile floor add a clean-airy feel to life with plenty of afternoon sun. Smart storage and easy-exit access in addition to the elevator make this a terrific condominium. The building itself -- Pine Terrace -- is a pet-friendly, concrete-and-steel-constructed high-rise classic, a block from Huntington Park/Grace Cathedral and plenty of restaurants, bars, and shopping. A fun location, with a 99-walkscore, and low HOA dues, parking and storage. You won't want to miss this one!",https://photos.zillowstatic.com/fp/a30e1c6abae7480fa43997782aba59fb-cc_ft_960.jpg,0.625,False
241586098,2,1.0,1017.0,Cabrillo St,San Francisco,CA,"This elegant second story Edwardian condo has it all! Boutique building in hot Inner Richmond location, hardwood floors, high coved ceilings and storage galore throughout this two bedroom, one bath unit. Each bedroom, one on either end of the unit, has plentiful closet space and gives both occupants privacy to work from home. The chic living room has a decorative fireplace w/ mirrored mantel and bright southern light coming in a bay window. Large eat-in Kitchen, a peek-a-boo window, plus an in-unit washer/dryer! Spacious bath features a shower over the tub. Central heat. Included with the unit are deeded 1-car garage parking that includes bike parking and interior access, as well as a spacious private storage room. A+++ location, 1 block from Golden Gate Park with the DeYoung museum, Academy of Science, Japanese Tea Garden, Conservatory of Flowers and so much more. 1 block from Safeway with just a short stroll over to the restaurants and retail shops on Balboa and Clement Streets, with easy access to public transportation.",https://photos.zillowstatic.com/fp/d7424416efd5a16f6f2bb0adb5b399b9-cc_ft_960.jpg,1.195,False
15199046,2,2.0,1175.0,Diamond Heights Blvd,San Francisco,CA,"Welcome to this spacious 2 bedroom, 2 bath condo in the heart of Diamond Heights Village.  It is quiet & serene, open floorplan, sun-filled rooms, lush greenery views, and abundance of space. Each bedroom offers full private bath, and large closets.  Updated kitchen, adjoining dining space with wet bar, large main room with gas fireplace, and serene view of lush trees. Washer/dryer in building, one car garage parking.     Diamond Heights Village occupies 7 forested acres. There is a central clubhouse that provides a social center for residents, billiard room, library, well-equipped gym, spa, jacuzzi, meeting facilities, and outdoor heated swimming pool.  In this great location you are a 1/2 block away from Diamond Heights Shopping Center, hiking trails, dog park & playgrounds.  Just minutes away from Noe Valley, Glen Park, and freeway entrances, this location can't be beat!",https://photos.zillowstatic.com/fp/ba20f94acf27438befa79883f80d2e88-cc_ft_960.jpg,0.95,False
15129228,4,1.0,1660.0,Eureka St,San Francisco,CA,"Nestled within the hills of Eureka Valley, this wonderful single-family Edwardian Craftsman house invites you to experience a timeless blend of architectural splendor and contemporary comfort. Boasting 4 bedrooms, 1 bath, 1-car garage, and a captivating walk-out backyard, this home offers an unparalleled sanctuary amidst the vibrant city.   Further development may be possible due to the unfinished attic accessed through a pull down ladder on the top floor. Location wise, 182 Eureka is in close proximity to the vibrant offerings, trendy eateries, and boutique shopping experiences that make The Castro renowned worldwide. With excellent access to public transportation and major thoroughfares, you'll enjoy seamless connectivity to the bustling city center and beyond.",https://photos.zillowstatic.com/fp/cc44880034f50e0c042ec7209f5da250-cc_ft_960.jpg,1.895,False
15183382,2,2.0,,29th St,San Francisco,CA,"Make your dream of living in Noe Valley a reality. This stunning 2-bedroom, 2-bathroom corner-unit condo with a private terrace offers the ultimate urban oasis in one of San Francisco's most sought-after neighborhoods. Step inside and prepare to be captivated by its soaring ceiling, spacious open-concept living and dining area flooded in abundant light, elegant design, modern finishes and tasteful accents throughout. Every detail has been carefully curated to provide a sense of luxury and comfort. The primary bedroom offers a serene space to unwind with a generously sized closet and en-suite bathroom. The second well-appointed bedroom is perfect for guests, a home office, or a growing family. But the true gem is the private south facing terrace, an extension of your living space, perfect for hosting unforgettable gatherings with friends and family. And let's not forget the location! You'll find yourself surrounded by a vibrant community and an abundance of amenities. Enjoy  leisurely strolls on Sanchez, a slow street, parks, cafes, boutique shops, and restaurants. Easy access to public transportation and to the freeway makes Noe Valley a highly desirable place to call home. Don't miss your opportunity to own this exceptional condo, a true sanctuary in the heart of the city.",https://photos.zillowstatic.com/fp/4101acb83549e49017c1e27cc56f272a-cc_ft_960.jpg,1.35,False
79845103,3,2.0,1335.0,3rd St,San Francisco,CA,"Welcome to this beautifully updated condo where every detail has been carefully considered to create a sophisticated living experience. Upon entering, you are greeted with an open floor plan. The layout is perfect for hosting guests. The chef's kitchen and custom wet bar boast stainless steel appliances including a double door gas oven and 5 burner cooktop. The bar area features a carrara marble counter, 2nd dishwasher, ice machine and 2 wine refrigerators. A private balcony off the dining area creates a sense of indoor / outdoor living. Hardwood floors and radiant floor heat keep a cozy atmosphere. At the rear of the home is the large primary bedroom, with bay windows, and en-suite bath as well as a 2nd spacious bedroom. The 3rd bedroom, is located at the front of the home. Conveniently located off the hall is the 2nd bathroom and in-unit laundry station. The close proximity to the shared patio is a wonderful bonus for this unit, easily allowing for relaxing and outdoor gatherings. 1-car parking and 2 storage spaces allow for ultimate convenience. Situated along the 3rd St Muni line, the location of the property allows you to quickly get to nearby hotspots such as The Chase Center and Dog Patch as well as easy access to UCSF and Kaiser at Mission Bay and surrounding freeways.",https://photos.zillowstatic.com/fp/0b8d93db2cf886f1e1ddec6ee410b5b8-cc_ft_960.jpg,0.795,False
15150430,2,2.0,1532.0,De Haro St,San Francisco,CA,"Your slice of heaven is here on De Haro! This treasured 2 bedroom 2 bathroom home is perfectly nestled in the coveted Potrero Hill neighborhood where two spacious levels offer 1534 sqft of living space, providing the perfect combination of contemporary elegance and comfortable living! The perfect blank canvas to make your dreams a reality. Gleaming hardwood floors bring a touch of timeless beauty to this storied home which has been with this family for over 40 years! Many meals and holidays have been celebrated in the gourmet kitchen, soaked in the sunshine! The open and airy family room overlooks the pristine and protected garden and patio. Additionally, on the main level are living and dining room(s) with views. 1-car garage with room for storage plus so much more, make this a must see! Put this proud Potrero Hill retreat on the top of your list!",https://photos.zillowstatic.com/fp/8d00367899a628859ad32b90ef90613f-cc_ft_960.jpg,1.398,False
15097662,5,4.0,2804.0,24th Ave,San Francisco,CA,"This fantastic three-story Edwardian Style home is stunningly beautiful, thoughtfully renovated & remodeled in 2007—a gourmet kitchen with a built-in wine rack and ample granite counters featuring High-end VIKING stainless steel appliances. A great room and deck adjoin a formal dining room and large living room, make for a great entertaining space, which the exquisite fireplace can warm. The upper level has four bedrooms and two bathrooms, including a master suite with an office. On the lower level, a family room, bedroom, full bathroom with direct access to the patio, and beautifully landscaped, fenced yard. An abundant light accends thoughtful touches such as solid oak hardwood floors, high ceilings, and crown molding. Great public schools; Argonne Elementary. Presidio Middle School, George Washington High. San Francisco’s Richmond District is bordered by the Presidio to the north, Golden Gate Park to the south and the Pacific Ocean most notably Baker Beach to the west, making this neighborhood an outdoor enthusiast’s Mecca.",https://photos.zillowstatic.com/fp/12c949ddf3ad12e9ce533e5fda59e87e-cc_ft_960.jpg,3.2,False
