zpid,bed,bath,sqft,street,city,state,overview,image,price
19005397,4,3.0,3249.0,Fieldspring Dr,Bakersfield,CA,"Spectacular home with abundant living space located in the desirable neighborhood of Seven Oaks, within walking distance of award winning school and park! This 3249 sf property boasts a spacious and open floor plan, with four bedrooms, three bathrooms, an office and two bright and airy living areas with large windows and a cozy fireplace in the family room - perfect for relaxing with family and friends. The newly updated kitchen is a chef''s dream, featuring quartz countertops, subway tile backsplash, large granite island, stainless steel GE Monogram range, double ovens, wine fridge, custom cabinets, Subzero refrigerator, and slate floors. The master bedroom is a true retreat with a newly remodeled luxurious en-suite bathroom, see-through fireplace w/soaking tub, and walk-in shower. Other notable features include plantation shutters, new carpet throughout, covered backyard patio, a gorgeous pool w/pergola in the lusciously landscaped backyard, block wall fencing and OWNED SOLAR",https://photos.zillowstatic.com/fp/c589dc0544acd703be3eb5a05b582017-cc_ft_960.jpg,0.699
18987799,3,2.0,1174.0,Pinon Springs Cir,Bakersfield,CA,"This centrally located condo located in Sagepointe has great potential with much to offer for a great price.  The Shops At River Walk (voted Best Shopping Center in a 2023 Reader''s Poll) is less than 10 minutes away and provides a delightful collection of the best retail, restaurants, and entertainment destinations in Bakersfield. Pictures coming soon.",https://photos.zillowstatic.com/fp/5f11c4622cec2c7d00e891a0a99c9528-cc_ft_960.jpg,0.213499
300316468,3,3.0,2248.0,Jubilee Ln,Bakersfield,CA,"Belcourt of Seven Oaks Beauty. Come take a look at this 3 bed 3 bath home plus an office that left no stone unturned.  Surround sound throughout, stainless steel appliances, Wood tile floor throughout, granite counter tops with custom cabinets. Fully landscaped backyard with concrete walkways.  Great location, great home with tons of pride of ownership.  Contact your favorite agent today to take a look.",https://photos.zillowstatic.com/fp/37d93b292c1c945f07ac00b05c61b48d-cc_ft_960.jpg,0.5499
18996382,4,3.0,2832.0,Innisfree Dr,Bakersfield,CA,"Perfect opportunity to be the next homeowner of this stunningly spacious two-story home in the sought out community of Laurelglen in SW Bakersfield. With an appealing floor plan, this home offers a remarkable living experience with unique upgrades boasting a total of 3 bedrooms and 2 baths. The main level features a convenient downstairs bedroom and bath, along with 2 Primary Master Bedrooms and Baths upstairs with spacious walk-in closets, master bathrooms, standup showers, with a roman tub in one. The property features a formal living room with a fireplace, family room with a bar, formal dining room, a ""smart"" kitchen, an indoor laundry room, safe-room, and a 3-car garage. This property also presents a beautiful backyard that would be great for entertaining and has 2 separate covered patios, and a custom detached ADU/Gym built in the back. Seller is willing to contribute towards a buyers closing costs depending on the offered price. Priced to sell! Your future dream home awaits you!",https://photos.zillowstatic.com/fp/847f9873da0f47cadd12950bd3285e7d-cc_ft_960.jpg,0.58
19027330,3,2.0,1585.0,Cooney Way,Bakersfield,CA,Fantastic opportunity in SW Bakersfield. This cute home offers 3 bedrooms/2 bathrooms and hardscape flooring throughout. Two living areas to entertain with a fireplace to add character. Bedrooms are spacious and home has a great layout. Backyard offers a covered patio with a nice grassy area for children and dogs to play! Schedule your appointment today as this home will not last long!,https://photos.zillowstatic.com/fp/9b9ff4f338d016ba439dd63fed360a02-cc_ft_960.jpg,0.3395
18984090,4,3.0,3012.0,Camino Del Oeste,Bakersfield,CA,"Nestled in the established Stockdale Estates neighborhood, this lovely estate offers over 3000 SF of living space. With 4 spacious bedrooms, 3 bathrooms, an office area, formal living room, family room, a huge kitchen, breakfast nook, wet bar, breakfast bar, formal dining, and game room. Also, there is a 2 car attached garage. The owner's suite features a large balcony overlooking the stunning pool and landscaped yard. Outdoor entertaining is a delight with the sparkling blue, inground pebble-tec pool, spa, outdoor firepit, and a large covered patio. Additionally, there is a gated area for storage on the nearly half-acre lot. For those with a small recreational vehicle or in need of extra parking space, this home offers a small gated RV parking spot. New homeowners will also appreciate the savings on their electric bill, as the home comes with an owned solar system boasting 38 panels. Conveniently located near shopping and schools, this home offers a central location that enhances ever",https://photos.zillowstatic.com/fp/a055630b3df1b06fbc078ac7ca72445e-cc_ft_960.jpg,0.575
19048466,4,3.0,2317.0,Aruba Ct,Bakersfield,CA,"Looking for a welcoming home that's also entertaining as well then look no further. This amazing home is situated in close proximity to shopping, schools and the freeway. This 2300 square foot home boasts 4 good sized bedrooms and a large game room for those who like to entertain. With some recent updates this home is sure to amaze. Oh did I mention a nice sized pool for those warm days coming this summer? For more information call your favorite realtor to schedule your showing.",https://photos.zillowstatic.com/fp/06b9073c3be57957136974a0cd3aca10-cc_ft_960.jpg,0.4499
71670845,4,2.0,2295.0,Silver Falls Ave,Bakersfield,CA,"Stunning 4 bedroom, 2 bath home located in NW! Home is complete with formal living and family room + an office.  Brand new LVP flooring and newer carpet though out. The kitchen has granite counters, nice size pantry, breakfast nook and island that overlooks the family room.  The primary suite includes two closets, separate tub/shower and sliding glass doors out to the patio. The oversized backyard is a blank canvas for someone wanting to build a pool, outdoor kitchen or even an outdoor fire pit. The home has 80 solar panels which is plenty to cover when someone does decide to build a pool.  Close to schools and shopping!!",https://photos.zillowstatic.com/fp/99d17e6a358d2a04971b1ba54de03fe4-cc_ft_960.jpg,0.465
18998749,2,2.0,1139.0,Noel Pl,Bakersfield,CA,"Don't Miss Out on this beautiful and desirable 55+ community on an end unit and next to the greenbelt. It boasts a light and bright and open floor plan with spacious living room that opens up to the dining area. This single-story home also offers a spacious master suite, beautifully remodeled kitchen with granite countertop, stainless steel appliances, and breakfast bar, upgraded bathrooms, woodlike flooring, ceiling light/fan combo, scraped ceilings, and newer paint. You'll enjoy relaxing and entertaining in the front covered patio and swimming in the community pool and spa.  A MUST SEE!",https://photos.zillowstatic.com/fp/1ef6646e1c9e8c1885cdfab030df4b8f-cc_ft_960.jpg,0.1849
300172432,3,2.0,1250.0,Cannon Avenue,Bakersfield,CA,"Beautiful new build home featuring 3 bedrooms, 2 bathrooms, open living spaces and large backyard! The stunning kitchen offers granite counters with a breakfast bar, pantry, and new range, while overlooking the living room. Two spare bedrooms and a full guest bathroom share the back end of the home. The primary bedroom with its own private restroom has a walk-in closet. Generous sized backyard! This great opportunity will make the perfect first time buy with room to grow! Quick freeway access and Belle Terrace Park nearby.",https://photos.zillowstatic.com/fp/60b07a8eb512748df5bbc51b12154c16-cc_ft_960.jpg,0.2699
63567370,5,2.0,2426.0,Vertrice Ave,Bakersfield,CA,Pool party and peaches in your Mediterranean palace.  Excellent split-wing floor plan with huge great room and formal area as well. Volume ceilings throughout.  Will need some cosmetic improvements.,https://photos.zillowstatic.com/fp/731caeed09831748915c5e6bcf7c1cea-cc_ft_960.jpg,0.47995
95486106,4,4.0,4808.0,Tiverton Dr,Bakersfield,CA,"Premier home on the third hole of The Lakes, nestled on a culdesac street in the city's pinnacle community of Grand Island! Built as Ron Froelich's personal home, it offers every amenity that only renowned builders like him could think of! With 4 bedrooms, and 4 baths, this Santa Barbara style property is your foundation for the exciting and pampered life you deserve. Smartly designed, the floor plan is extremely livable, and the back yard is an entertainers dream. The forward-thinking on this home extends to the low maintenance landscaping designed by Megan Rios, which includes drought tolerant planting, artificial turf, and efficient under ground drip sprinkling. The cutting edge Elan smart home system, designed by Secure, includes operation of lights, pool, automatic shades, alarm system, 6 cameras, climate, media/music, all operated via touch pads, and remotely via iphones/ipads. Energy efficient with owned solar. Please ask your agent for the amenities list, and call today.",https://photos.zillowstatic.com/fp/255b5a91bcc1f3e519e7360d129571bf-cc_ft_960.jpg,1.8
18941175,3,2.0,2020.0,Heisey St,Bakersfield,CA,"Beautiful NE home. Updated kitchen with Granite counter tops, Tile floors, Living room, Family Room, RV parking, well kept and ready for new owners.  Seller already found a replacement home.",https://photos.zillowstatic.com/fp/682a9b7e98a41b7aec8d0df2b4f50fd0-cc_ft_960.jpg,0.385
51070015,5,3.0,2910.0,Eagle Rock Dr,Bakersfield,CA,"Stunning Large Home in the Northwest near great schools! Wonderfully cared for a split-wing plan with 5 Bedrooms and 3 bathrooms. This open floor plan has a large kitchen with granite counter tops and plenty of cabinets, breakfast nook, large pantry, and bar area. Master bedroom is Huge with a large walk-in closet, separate tub and shower, dual vanities and a large backyard with built-in Patio. Very Well maintained home that is close to Riverwalk shopping and restaurants. This home won't last long, make your appointment today before it is gone.",https://photos.zillowstatic.com/fp/3128ba93f9bcf0ffd71d61d0134243b0-cc_ft_960.jpg,0.625
2057463552,1,1.0,820.0,Shirley Ln,Bakersfield,CA,"Welcome to this remarkable property, showcasing two homes on a single lot, encompassing nearly half an acre of land! Both homes possess exceptional potential that is simply undeniable. The first home features an inviting living room, charming breakfast nook, and a spacious kitchen. It also offers a comfortable bedroom, a conveniently located bathroom, and a utility room. Stepping into the second unit, you are welcomed by an inviting front porch. Inside, you'll discover a spacious living room. The well-appointed bedroom and convenient bathroom complete this unit, ensuring comfort and functionality. Complementing the homes are additional features that further enhance their appeal. A covered carport, a versatile barn approx. 10X10, a shop approx. 12X10 provides valuable extra storage space, catering to your organizational needs. Envision the limitless possibilities that await within this exceptional and distinctive property. Call today!",https://photos.zillowstatic.com/fp/a2020444b00c44a636778cd64813a83c-cc_ft_960.jpg,0.2999
19046669,3,3.0,2462.0,Greenhorn Mountain Ct,Bakersfield,CA,"Welcome to this charming 2-story home in Silver Creek! Upon entry, you''ll be greeted by the family room with large open windows and tile floors throughout the first floor add an elegant touch. The dining room flows into the living room, creating an ideal space for entertaining guests. The office boasts built-in bookshelves/cabinets. The great room features a cozy fireplace and additional built-in bookshelves. The great room connects to the kitchen and breakfast nook, allowing for effortless interaction while cooking and enjoying meals. The kitchen offers white tile countertops, white appliances and a built-in range. Upstairs, the primary bedroom showcases laminated wood floors and dual closets with a sliding door leading to a balcony, offering views of the backyard. The ensuite bath boasts dual sinks, a walk-in shower, and a separate tub. 2 additional beds and a full bath with dual sinks complete the top floor. The charming garden area beckons to those with a green thumb. Call today!",https://photos.zillowstatic.com/fp/3c54658eef1c7413443ac24e838c0804-cc_ft_960.jpg,0.4399
95512090,4,2.0,2349.0,Silverthorne Dr,Bakersfield,CA,"Custom built home, 2350 sq ft, .24 acres, hardwood floors throughout, huge pool and covered patio, fireplace, Norris school district, RV parking, RV metal gates, solar, in a beautiful custom home neighborhood, & on a cul-de-sac!!",https://photos.zillowstatic.com/fp/018708114eb115580833298c84f54302-cc_ft_960.jpg,0.61
19045525,4,3.0,3446.0,Ensley Dr,Bakersfield,CA,"Quintessential NW Bakersfield home in Brimhall Estates blending California casual & classic sophistication creating a lovely & dramatic home. 4bdrm+office/3baths. Built for an active lifestyle,entertaining,collecting or a bibliophile. Soaring 18ft.high wood beamed & paneled ceilings,beautiful handcrafted wooden floor to ceiling bookcases w/rolling ladders,built-in desks,cabinets & bookcases everywhere,huge windows galore,hardwood & tile flooring,elegant formal floorplan w/formal liv.&din. rms,3 fireplaces,kitchen-family rm combo,breakfast nook,wet bar,huge main bdrm suite w/two-way fireplace & recently updated full bath upstairs,1 bdrm/office & full bath on 1st floor,2 more bdrms & 1 bath upstairs,bonus room(possible 5th bdrm)lush landscaping,huge trees,large backyard,2 covered patios,resurfaced pool & spa,3+car garage w/tons of storage cabs.Great location,neighborhood & schools! Walk to shopping,dining,schools! 2 NEW HVAC units,Pest&pool inspects. cleared,roof cert. done! QUICK CLOSE!",https://photos.zillowstatic.com/fp/779fbf8a3586e1f59d884cf3816092f4-cc_ft_960.jpg,0.75
19042399,4,2.0,1812.0,Greenwich Dr,Bakersfield,CA,"Come take a look at this beautiful home located in the desirable NW! It features 4 bedrooms, 2 bathrooms, covered patio, RV parking, and a large backyard with built-in pool. This meticulously maintained property offers an open kitchen with granite countertops, custom cabinets in kitchen, fireplace, upgraded interior lights with energy start fixtures, and misters on back porch to beat the heat and create a cool and refreshing atmosphere during hot summer days. Don''t miss this opportunity to own this upgraded home. Contact me today to schedule your visit!",https://photos.zillowstatic.com/fp/c0fa04e11e260cc0bc00d110c09ae3af-cc_ft_960.jpg,0.43
63045605,4,3.0,3325.0,Hinderhill Dr,Bakersfield,CA,"Want a beautiful modern, luxury home? Come see this 3325 sf, 4 bedroom, 3 bathroom, meticulously maintained property in the Northwest area of Bakersfield in the Brighton Estate gated community. The home features beautiful European Oak wood flooring. Expansive granite counters, walk-in pantry, ample cabinetry & closet space, an office with French doors, a lovely den off the entrance, a formal dining room, & a great room, perfect for entertaining large gatherings. The kitchen has a THOR professional series gas range/oven with 6 burners & a griddle! The home's floor plan is a split-wing design. The spacious main suite has backyard patio access, & a lovely bathroom with a large soaking tub & steam shower! There is a spacious utility room & a huge 3-car garage. Enjoy the lovely, dark pebble bottom pool, covered patio, & a built-in fire pit, surrounded by a lush landscape of Meyer lemon, grapefruit, orange, & other trees! Paid off solar. Home security system. Community 24/7 security patrol. (Attachable pool fencing)",https://photos.zillowstatic.com/fp/185fce611a9472cc26cf505280afd093-cc_ft_960.jpg,0.825
18983824,4,2.0,3169.0,Dos Rios Way,Bakersfield,CA,"Take a look at this corner lot, 4-bed, 2-bath home in Stockdale Estates with OWNED solar and newer dual pane windows! Heading inside the two story floor plan, you will fall in love with the high ceilings and open living spaces. The kitchen features tile countertops, SS appliances, and breakfast bar seating. The bedrooms are all spacious in size with large closets. Stepping in the backyard, you will find the large covered patio, sparkling swimming pool, spacious grass area, as well as a large detached 2-car garage w/ its own bathroom and wine cellar. Do not miss out on all the potential that this property has to offer, schedule your private showing today!",https://photos.zillowstatic.com/fp/03c49080642b1c3fa93dcc9bd584a0ff-cc_ft_960.jpg,0.599999
119307071,4,2.0,2039.0,Beach Aster Dr,Bakersfield,CA,"This ""one"" owner Village Green home awaits! Perfectly located and close to it all but far enough away to feel like vacation every day. Enjoy the benefits of your resort like clubhouse and pool without the upkeep! Plenty of room with 4 bedrooms and over 2000 sq ft of a well a planned home has it all. This home makes sense! This beautifully appointed split-wing property has a 3-car garage plus a wider lot for those kiddos and adults to roam!  Schedule your tour today so this becomes your home tomorrow!",https://photos.zillowstatic.com/fp/f865a0448899f9ec25824c34729a0bbd-cc_ft_960.jpg,0.445
67145726,4,2.0,1685.0,Beechfield Dr,Bakersfield,CA,"Brighton Village Move in Ready Beauty- This beautiful move in ready home located in this quaint neighborhood is conveniently located near shopping, schools, park  and Westpark Fwy. The home features 4 bedrooms, 2 baths.  The open floor plan is an entertainer's delight.  The large kitchen and breakfast area offers plenty of cabinets and counter space and overlooks the large living area, making this home perfect for entertaining. The primary bathroom has been remodeled and features an oversize shower, new vanity, and paint. The pool size back yard features a covered patio the entire length of the house and includes ceiling fans and extra concrete and block wall. The owners have spared no expense as the home includes new ceiling fans, Bosch dishwasher, carpet, and new garage door. Having the park located across the street makes it easy to enjoy all of the community events and visiting with neighbors.  Holiday parades and Halloween parties and festivities are just a few of the Highlights",https://photos.zillowstatic.com/fp/1cb7e3e651491abffe2800351a81c591-cc_ft_960.jpg,0.415
68044199,5,4.0,3623.0,Queensbury Dr,Bakersfield,CA,"Fabulous opportunity in highly sought after Brighton Estates, homes and property don't come up like this very often in this prime location. Custom home plus separate unfinished casitas with attached 1 car garage at back of property. (Casitas is approx 462 sq ft with plumbing). Over 1/2 acre lot with security gated driveway. Split wing design with 5 brs 3.75 baths, plus a hobby/media room. Separate formal dining and living rooms, huge center island kitchen with white cabinets, granite counters, tons of counter space and large walk in pantry. Spacious family room with fireplace and built in entertainment center. Retreat to the private primary suite with fireplace, sitting area, dual vanities, separate tub/shower and dual walk in closets. Relax and entertain in the park like backyard with large covered patio overlooking  pebble tec pool with waterfall/grotto. The car enthusiasts will love the 4-5 car garage plus attached workshop/gym w/blt in cabinets and AC. Don't miss this one!",https://photos.zillowstatic.com/fp/21ce8bb34499d777c225d7c489713a32-cc_ft_960.jpg,0.995
18998743,2,2.0,1139.0,Christmas Tree Ln,Bakersfield,CA,"Crest Arms a 55+ over active community surrounded by well maintained grounds and a beautiful pool area which can be reserved for private parties.  The single story condo features 2 bedrooms, 1.75 baths and a large enclosed interior patio/sunroom. Despite needing some updating the condo offers a comfortable living space for those looking to downsize or for a quiet environment. HOA fee covers water, trash, basic cable, and exterior maintenance of property including AC/HVAC and maintenance of the pool. Condo has the potential to be a cozy and inviting home and it is priced to sell!",https://photos.zillowstatic.com/fp/cf096421f0681baff05dbf4c254b3b2d-cc_ft_960.jpg,0.13
95476980,3,3.0,1936.0,Guaranda Pl,Bakersfield,CA,"Nestled in the City in the Hills, this home was built in 2021. Located in the Lantana Subdivision, this property features 3 bedrooms, 2.5 baths with a loft. The loft is an optional 4th bedroom. Open layout with ceramic tile flooring in the kitchen and carpeting in the rest of the home. The kitchen has granite countertops, kitchen island, and ample cabinetry. The large backyard is a blank slate ready for you to convert into your own outdoor oasis. Other features include a convenient upstairs laundry area and a 2-car garage.",https://photos.zillowstatic.com/fp/0ab0600513ba5a0fab72ad06255772ff-cc_ft_960.jpg,0.37
19047479,4,2.0,1684.0,Slickrock Dr,Bakersfield,CA,"Come take a look at this beautiful Sliver Creek home located in a desirable area of Southwest Bakersfield! 4 bedroom, 2 Bathroom, Upgraded Kitchen, Upgraded flooring throughout, Brand new integrated LED lighting. Want that spacious backyard with privacy surrounding it and even enough space to build a pool? This home has it! Great for hosting large gatherings. Move-In Ready! Call your realtor and schedule your showing Today!",https://photos.zillowstatic.com/fp/42eb3ae4511687649c7fce81d53b4129-cc_ft_960.jpg,0.395
18949655,2,2.0,1410.0,Porterfield Ave,Bakersfield,CA,"This property has a lot of potential. Sitting on a 2 acre lot this house has 2 bedrooms and 2 bathrooms with plenty space for farming or a beautiful garden, or you can build a spacious workshop.",https://photos.zillowstatic.com/fp/46826d1868721d0e9671d315ade11eb2-cc_ft_960.jpg,0.3
19005954,4,2.0,2458.0,Loughton Ave,Bakersfield,CA,"Best deal in sought-after neighborhood of Windsor Park in Seven Oaks! The spacious entryway complements this beautiful, single story 4 bedroom, split wing home with POOL. Experience the comfort of this approx. 2,458 sf place with 2 living areas, fireplace, formal dining, breakfast nook, 2 full baths with dual sinks, indoor laundry, covered patio, tile roof, and 3 CAR garage. It was recently improved with new light fixtures, cabinet hardware, flooring, painting, tile in shower, sink addition and more. The kitchen is located in the middle, and has easy access from all 3 wings. The floor plan flows nicely allowing for functionalty and privacy. The courtyard offers great space for Al Fresco dining. This property in close proximity to  great, if not the best, schools in town, shopping centers, universities and recreation parks.",https://photos.zillowstatic.com/fp/d3df8f23d71618034f8355ed6ea4345a-cc_ft_960.jpg,0.527
19045430,4,3.0,2475.0,Prairie Rose Way,Bakersfield,CA,"Indulge in the perfect blend of luxury and comfort in this exquisite split wing custom-built Ken Payne home. Upon entry this home offers a spacious entertainment room which leads to the large family room and kitchen. The family room features a fireplace and built-in entertainment center providing a cozy atmosphere for relaxing evenings in. Meal preparation is effortless using the open kitchen featuring granite countertops, breakfast bar, double ovens, two dishwashers, built-in microwave, and countertop stove.  The primary bedroom boasts a huge walk-in closet and spa-like bathroom with marble countertops, a jetted tub, and a built-in vanity. The large backyard features a sparkling pool surrounded by beautiful landscaping. With freshly painted walls and new carpet throughout, this home is move-in ready. Located in near shops and in the award-winning school districts this home offers comfort and convenience. Don''t forget to take a virtual tour and schedule your showing today!",https://photos.zillowstatic.com/fp/8f4fa9d84b27fc6ee026c6a545c2365d-cc_ft_960.jpg,0.68
18708380,5,5.0,6168.0,N Van Ness Blvd,Fresno,CA,"Five bedroom, four and one half bathroom home with more than 6,000 square feet.  The home sits on over an acre located on Van Ness Boulevard! This exceptional residence has so many amenities they cannot all be listed here but must be seen. Some of the amenities the current owners enjoy the most are: beautiful double doors, a foyer that showcases the atrium complete with water feature, floor to ceiling windows, two large living areas, vaulted ceilings, a hidden upstairs loft, wood accent walls and ceilings, beautifully refinished primary bedroom including wide plank French oak floors, large primary walk in closet, centrally located kitchen adjacent to the sunroom that overlooks the beautifully landscaped front yard with yet another water feature, large laundry room, six car attached garage, newly updated pebble bottom pool, covered patio, and mature landscaping featuring  low maintenance water wise plants. The home is in close proximity to: Oso de Oro Park, Malloch Elementary School, SaveMart Supermarket, and restaurants such as Max's Bistro & Bar, Manhattan Steakhouse & Bar, and The Annex Kitchen. Call today to schedule a private showing.",https://photos.zillowstatic.com/fp/d85f55a88fec76b205b399c9be0ae68a-cc_ft_960.jpg,1.329
18754399,5,2.0,1992.0,N Valeria St,Fresno,CA,"Welcome to this beautifully updated home ready to be occupied by owner or tenant. 2 houses. The main home features three bedrooms and one bathroom with a bonus family-room. Garage have been converted in a 2/1 unit in the rear of the home. Rear unit has own kitchen, laundry hook ups (inside) bathroom and large living are.Gated front yard. Near freeways, close to downtown, Tower District and Fresno City College.",https://photos.zillowstatic.com/fp/f410d3b052b911508716cf3a3ff4b274-cc_ft_960.jpg,0.3079
61497056,5,3.0,3596.0,E Omaha Ave,Fresno,CA,"Granville built home situated in this peaceful neighborhood in the award winning Clovis unified School district. As you walk into the home, the home welcomes you to the open space, high ceilings, & natural light. Lower level has two living rooms, two dining rooms, a laundry room, two bedrooms, & one full bathroom. The Spacious kitchen offers a gas range, two built-in ovens, microwave, abundant cabinet space, a center island, Granite countertops, & a huge walk-in storage room. Upstairs are two bedrooms, a full bathroom, & flex room/Library which can be used as a media, theater, playroom, library, or converted into the 6th bedroom. The spacious master bedroom has an in suite with two separate large closets, large jetted tub, double sinks, & a shower. The home also features a water softener system throughout the home. The spacious & peaceful backyard has fruit trees & lots of space to entertain. Close to schools, walking trails, shopping, restaurants, parks, & more!! Schedule your showing today!! OPEN HOUSE ON Sat. JUNE 10th & Sunday June 11th from 1pm to 4pm!!",https://photos.zillowstatic.com/fp/2e54c2d75989903b040e448d3fd9a213-cc_ft_960.jpg,0.819
18784656,5,3.0,2795.0,N Babigian Ave,Fresno,CA,"Gorgeous Energy Efficient Home! Boasting 3 Master Bedrooms, totally 5 bedrooms and 4 bathrooms!! Large living room, Italian Venetian painted walls,Marble floors, Custom kitchen with solid wood cabinets and Granite countertops, European doors, New windows, NewElectric AC unit,Stainless steel appliances and a Tankless water heater. Huge backyard with a outdoor kitchen for entertaining with plenty of room for your family and friends to enjoy! Lower PG&E bills with 36 Paid in Full Solar Panels!! Must see to appreciate the quality and care put into this beautiful home! Don't miss your opportunity to call this your new home.",https://photos.zillowstatic.com/fp/167f358a23021eac595f9389d19282b5-cc_ft_960.jpg,0.7499
318417565,5,4.0,5000.0,W Dovewood Ln,Fresno,CA,"Designed for those with a discerning taste for luxury, please indulge in refined living with this beautifully curated Formal Italian designed home. Neighbored by several other custom homes, this masterpiece is nestled on a beautifully landscaped lot in the prestigious Van Ness cul-de-sac of Dovewood. Entering wrought iron gates, a private courtyard welcomes you, adorned with an outdoor fireplace and cozy sitting area. The double entry doors open to reveal a stunning open-concept layout. The Formal Dining room captivates with its floor-to-ceiling glass wall overlooking the courtyard - absolutely breathtaking. Designed with the chef in mind, the Gourmet kitchen boasts two expansive Solara Quartz topped islands, double dishwashers, high-end gas cooktop, double ovens, built-in fridge, and temperature-controlled wine storage, ensuring a culinary haven for fine dining enthusiasts. The well-designed floorplan encompasses five bedrooms, four baths, along with a standalone media room or office, ideal for those working remotely. The secluded main bedroom offers serene views of the backyard and presents a luxurious spa-like bath with tub, double vanities, and walk in shower.  The generously sized closet provides ample space to organize your wardrobe, with additional customized shelving and built-in drawers. In addition to its living space, the home caters to your vehicles with an oversized garage capable of at least four cars, as well as an RV garage, with pass-thru roll-up doors.",https://photos.zillowstatic.com/fp/a8786081075ddd1fc25f05be7a933690-cc_ft_960.jpg,2.649
18732620,3,2.0,1650.0,E Pontiac Way,Fresno,CA,Location. Location. Come see this beauty in central Fresno. Easy access to freeways and area shoppings. This 3 bed 1.5 bath offers plenty of living space. The over sized living room with wood floors offers plenty of entertaining space. Separate dining area located off kitchen. Spacious 3 bedrooms can fit any larger family. Bathroom has separate shower and tube. Backyard has a covered patio for some outside entertaining. Walking distance to Centennial Elementary. Don't miss your opportunity to call this one home before its gone!,https://photos.zillowstatic.com/fp/46f881b4caf53ad08dcc100be27b0715-cc_ft_960.jpg,0.349
18658681,3,2.0,1231.0,W Yale Avenue,Fresno,CA,This charming home in west Fresno is ready for new owners. Close to schools and parks you will not want to miss your opportunity to own this wonderful home.,https://photos.zillowstatic.com/fp/bfa39c93164f5410a30dd8e63e3fbc66-cc_ft_960.jpg,0.35
2076687701,2,2.0,1440.0,N Blackstone Ave,Fresno,CA,"Updated 2 bd 2 ba that's on the San Joaquin river. Extra room off the kitchen for a small office or playroom. Lg kitchen with gas stove, dishwasher and lots of storage. Lg master bd and with a shower, tub and lots of storage. Ceilng fans in both bd's and extra rm. dual pane windows and sliding glass door going to the large covered deck. Yards are mature with auto sprinklers. Tuff shed with finished walls, electric and window air. Two car covered parking.Central heating and cooling, Roof is 2 yrs old.",https://photos.zillowstatic.com/fp/12fb2343838891dd3418aa1b18537d99-cc_ft_960.jpg,0.1799
18756400,2,1.0,1063.0,E Illinois Ave,Fresno,CA,"Find your next home in this quaint two bed, one bath home located in mature neighborhood. Built in shelving and storage throughout the home lend to the original character and feel while recently upgraded flooring, kitchen and bathroom give a modern touch. Enjoy endless relaxation or effortless entertaining in the spacious backyard. Endless possibilities await at this charming gem, schedule your showing today!",https://photos.zillowstatic.com/fp/21419d0b6fe5c455c044fcf0ae6876f9-cc_ft_960.jpg,0.285
18769285,3,1.0,750.0,W Kaviland Ave,Fresno,CA,3 bedroom 1 bath house big big lot w entrance to the back yard,https://photos.zillowstatic.com/fp/58855a690e0dd82d536815a2b3fa9643-cc_ft_960.jpg,0.225
18720833,2,3.0,1275.0,N Millbrook Ave,Fresno,CA,"The highly sought-after Heritage Community presents this updated condo in Central Fresno. This spacious 2 bedroom, 2 bathroom unit offers 1,275 sq ft of living space. A new eat-in white kitchen comes with a stainless range, granite counters, and patio access. Wood-look flooring and double height windows highlight the open-concept living area, providing ample natural lighting. The dining area creates an ambiance ideal for entertaining. Both bedrooms are adorned with new carpeting and walk-in closets. Relax on the second-floor balcony overlooking the tropical community patio and pool. Neutral decor throughout the home enhances the calming and inviting atmosphere. The exclusive amenities of this condo include private underground parking, a full gym, and a club room. Located just minutes from Fresno State and newly developed shopping and entertainment, this quiet and friendly building offers convenience with easy access to Hwy 41 and Hwy 168.",https://photos.zillowstatic.com/fp/692c10c06fbf2de0ead9a1f1c340c5c5-cc_ft_960.jpg,0.2199
18727289,3,2.0,1243.0,W Cortland Ave,Fresno,CA,"This home has been well maintained and owned by the same family since 1956! Upon arriving, you are welcomed by a perfectly manicured yard and the cutest porch where you can spend your mornings sipping coffee! Upon entering, you are greeted by the large living room which flows nicely into the dining room. There is a unique character and charm that is evident throughout the house. The seller's personal touches have created a warm and inviting atmosphere. The kitchen has a perfect view of the front yard, indoor laundry, and large sliding glass door are just a few perks. You'll want to go out back to enjoy the yard to its fullest. Create your own oasis in the back yard with the covered patio and lush greenery. This home is a must see.",https://photos.zillowstatic.com/fp/21f789b82f39744b0f38c45e217c8213-cc_ft_960.jpg,0.2899
63181082,5,4.0,3443.0,W Chennault Ave,Fresno,CA,"Great location in north Fresno, which is close to a shopping center, golf course, and provides easy access to freeway.The home  has a grand entryway with vaulted ceilings, creating a spacious and open atmosphere and is quite large with over 3400 square feet.  A large living room and family room with gas fireplace that is open to the kitchen, making it ideal for entertaining. There is a sizable formal dining area for  gatherings and meals. The house features an oversized fifth bedroom that can serve various purposes, such as in law setup , a game room or a shared bedroom for kids. Currently the home is occupied by tenants so it is only available by drive by viewing and all showings will be scheduled after July 5th.The seller plans to make several upgrades to the home including painting, replacing flooring throughout the house, and adding new countertops. These upgrades will be completed once the home is vacant. Buyers have an opportunity to choose their own colors and style preferences. Make offer subject to inspection.New pictures coming soon",https://photos.zillowstatic.com/fp/6a98712a40ee9ee20c7443630aae65b6-cc_ft_960.jpg,0.685
